FOOD_NM,INGREDIENTS,TYPE,Quantity
햄모듬찌개,고추장,반찬,88818.0
영양밥,간장(재래간장)/친환경,밥,
머핀,머핀(초코머핀)/반죽,후식,
숙주미나리당근무침,소금(꽃소금),반찬,
새송이버섯고추장양념구이,파(쪽파)/친환경,반찬,
참치마요네즈덮밥,소금(꽃소금),밥,
매운콩나물국,파(대파)/껍질제거(깐것),국,
떡강정,설탕(백설탕),반찬,
그린키위,키위,후식,
무비트피클,소금(꽃소금),반찬,
감말랭이야채샐러드,설탕(백설탕),반찬,
로제스파게티,버터,밥,
햄치즈크로플,달걀,후식,
온메밀국수,메밀국수,밥,
칠리소스,스위트칠리소스,반찬,
채소피클,피클(모둠채소피클),반찬,
왕새우튀김,유채씨유(카놀라유),반찬,
브로콜리,식초(사과식초),반찬,
닭개장,메밀가루/국산,국,
무항생제소시지야채볶음,콩기름(대두유),반찬,
청포묵샐러드,참기름,후식,
오징어포볶음,설탕(백설탕),반찬,
김말이강정,간장(양조간장),반찬,
키위푸딩,푸딩(키위푸딩),후식,
레몬에이드,레몬,후식,
감귤주스,주스(감귤주스),후식,
양파장아찌,간장(재래간장)/친환경,반찬,
소고기야채죽,표고버섯/말린것(건조),밥,
파프리카,된장/친환경,반찬,
꿀호떡버거,잼(딸기잼),후식,
새알심만두국,소금(꽃소금),국,
오이배무침,오이(청오이),반찬,
가자미빵가루튀김,청주,반찬,
닭다리살데리야끼구이,사과/GAP,반찬,
어묵야채볶음,어묵(구멍어묵),반찬,
대파겉절이,간장(양조간장),반찬,
북어포들깨국,소금(꽃소금),국,
깻잎무쌈,마요네즈(전란)/소포장,반찬,
두부새우젓갈국,파(대파)/껍질제거(깐것),국,
참나물파절이,매실농축액,반찬,
편육,양파/껍질제거(깐것),반찬,
보쌈김치,김치(보쌈김치),김치,
김자반,파래자반,반찬,
추로스,콩기름(대두유),후식,
도토리묵치커리무침,참기름,반찬,
복숭아맛호상요구르트,발효유(호상요구르트)/복숭아맛,후식,
삼색소보로덮밥,파(쪽파)/친환경,밥,
발사믹소스,드레싱(발사믹드레싱),반찬,
마시는요구르트,발효유(액상요구르트)/사과맛,후식,
카프레제샐러드,토마토(완숙토마토),후식,
속이꽉찬만두국,다시마/말린것(건조),국,
돈등심바베큐소스폭찹,양파/친환경,반찬,
미역오이참깨샐러드,토마토(방울토마토(체리토마토))/친환경,후식,
뱅어포볶음,파(쪽파)/친환경,반찬,
조랭이떡국,다시마(뿌리다시마)/말린것(건조),국,
콘마요네즈달걀찜,소금(꽃소금),반찬,
도라지유자냉채,배/국산,반찬,
대추방울토마토,토마토(대추방울토마토),후식,
멸치아몬드슬라이스볶음,아몬드/슬라이스,반찬,
함박스테이크,배,반찬,
함박스테이크소스,토마토(완숙토마토),반찬,
어묵김치국,김치(배추김치),국,
꽃게탕,두부/친환경,국,89652.0
한라봉주스,주스(한라봉주스),후식,
회오리감자,시즈닝/양파맛,후식,11760.0
유채나물무침,소금(꽃소금),반찬,
샤인머스캣방울토마토,파슬리/말린것(건조),후식,
실곤약야채무침,간장(재래간장)/친환경,반찬,
묵은지찜닭,파(대파)/껍질제거(깐것),반찬,
어묵채소볶음,간장(양조간장),반찬,
숙주나물무침,참기름/국산,반찬,36697.0
포도주스,주스(포도주스),후식,
북어국,간장(재래간장),국,3005.0
메밀전병,양파/친환경,반찬,
단호박생크림샐러드,크림(생크림)/완제품,후식,
순살닭고기야채조림,맛술,반찬,
동그랑땡전,동그랑땡(고기동그랑땡),반찬,
삼치무조림,청주,반찬,
두부야채샌드,두부/친환경,후식,
쌀국수,소금(꽃소금),밥,17319.0
튀김새우,과즙음료(레몬),반찬,
양상추샐러드,양파/껍질제거(깐것),후식,
딸기요거트드레싱,드레싱(딸기요거트드레싱),후식,
돈까스덮밥,가쓰오우동장국,밥,
오코노미야끼,파(실파)/껍질제거(깐것),반찬,
갈비탕,간장(재래간장)/친환경,국,32263.0
옥수수매생이전,매생이,반찬,
콩나물냉채,배/국산,반찬,
떡볶이치즈그라탕,양배추/친환경,반찬,
머스터드소스,레몬,반찬,
삼색푸실리후르츠샐러드,토마토(방울토마토(체리토마토))/친환경,후식,
양배추,참기름,반찬,
한치돼지고기볶음,파(대파)/친환경,반찬,
감자베이컨볶음,콩기름(대두유),반찬,
탕수육소스,매실농축액,반찬,
짜장밥,양파/껍질제거(깐것),밥,56806.0
청경채무침,청경채,반찬,
복숭아,복숭아(천도),후식,
블루베리셰이크,파(대파)/껍질제거(깐것),후식,
오이장아찌무침,멥쌀(현미)/친환경,반찬,
교자만두,"마늘/껍질제거(깐것), 꼭지제거",반찬,
소고기떡국,멥쌀(백미)/친환경,국,
양념감자튀김,양파/껍질제거(깐것),후식,
투움바스파게티,당근,밥,
바비큐폭립,양송이버섯,반찬,
오리엔탈드레싱,브로콜리,반찬,
파닭,"마늘/껍질제거(깐것), 꼭지제거",반찬,
곤드레나물밥,설탕(백설탕),밥,
인절미꿀피자,치즈(모짜렐라치즈),반찬,
동태찌개,멥쌀(백미)/친환경,국,
미트볼그라탕,멥쌀(현미)/친환경,반찬,
쫄면채소무침,당근,반찬,
오향장육,설탕(흑설탕),반찬,
떠먹는유부초밥,멥쌀(백미)/친환경,밥,
김말이튀김,깨(검정깨(흑임자))/볶은것,반찬,
로제떡볶이,호박(애호박),후식,11555.0
오징어브로콜리초장,멥쌀(현미)/친환경,반찬,
시금치팽이버섯무침,참기름/국산,반찬,
날치알밥,멥쌀(백미)/친환경,밥,
냉메밀국수,당근,밥,
김가루밥,멥쌀(백미)/친환경,밥,
단무지,참기름/국산,반찬,
김치말이냉국수,파래자반,밥,
닭꼬치,양파/껍질제거(깐것),후식,
아오리사과,깻잎,후식,
참치마요네즈토핑,"깨(참깨)/볶은것, 껍질제거(깐것)",반찬,
미숫가루냉차,우유/대(大),후식,
맛살콩나물냉채,설탕(백설탕),반찬,1565.0
얼갈이된장국,파(대파)/껍질제거(깐것),국,30240.0
우유빙수,우유(딸기우유),후식,
과일요거트,발효유(호상요구르트)/플레인,후식,
순두부백탕,간장(재래간장),국,
치즈불닭구이,설탕(백설탕),반찬,
연포탕,양파/껍질제거(깐것),국,
참치야채볶음,단무지,반찬,
게살달걀죽,소금(꽃소금),반찬,
치킨버거,유채씨유(카놀라유),밥,
달걀실파국,간장(재래간장),국,
열무김치비빔밥,사과,밥,
브라우니,분말(설탕분말),후식,
오이생채,고추장/전통식품인증,반찬,
치즈닭갈비볶음,고춧가루/국산,반찬,
레몬크림새우,레몬,반찬,
해물짜장밥,감자/껍질제거(깐것),밥,
야채스프,버터,국,
칼라방울토마토,토마토(노란대추방울토마토)/친환경,후식,
비름나물무침,비름나물,반찬,
일본식달걀찜,달걀,반찬,
알감자고추장조림,소금(꽃소금),반찬,
부추사과무침,사과/일반,반찬,
오징어국,고추장,국,
콩줄기나물,파(실파)/껍질제거(깐것),반찬,
참외,참외,후식,
가자미살파채튀김,설탕(백설탕),반찬,
연어데리소스구이,간장(양조간장)/국산,반찬,
콩나물느타리버섯볶음,참기름,반찬,
감자옹심이국,새우(꽃새우)/말린것(건조),국,59574.0
닭살김치튀김,튀김가루,반찬,
달걀국,간장(재래간장),국,
옥수수통조림치즈구이,소금(꽃소금),반찬,
소불고기비빔밥,고추장,밥,
딸기떡,딸기아이스찹쌀떡,후식,
소고기수삼갈비탕,당면(자른당면),국,
해물완자전,파슬리/말린것(건조),반찬,
오징어,고추장/전통식품인증,반찬,
삼색조랭이떡국,파(대파)/껍질제거(깐것),국,
샤인머스캣코코푸딩,푸딩(포도푸딩),후식,
치킨또띠아,허니머스터드소스/소포장,반찬,
빈달루카레밥,"닭고기(가슴살, 안심살)/깍둑썰기",밥,
황태두부국,간장(재래간장),국,
마라탕수육,양파/껍질제거(깐것),반찬,
감자샐러드,마요네즈(유정란),후식,
바나나우유,우유(바나나우유),후식,
아몬드멸치볶음,설탕(백설탕),반찬,
햄구이,돼지고기햄통조림,반찬,
납작부침만두,만두(납작만두),반찬,
이면수구이,후추(검은색),반찬,
등뼈감자탕,고추장/전통식품인증,국,
찹쌀김부각,부각(쑥부각),반찬,
아이스크림,아이스크림(레인보우아이스크림),후식,
영양닭죽,참기름,밥,
고기산적부침,밀가루/국산,반찬,
미역줄기게맛살볶음,간장(재래간장),반찬,
치킨찹스테이크,간장(양조간장)/국산,반찬,
콩나물잡채,후추(검은색),반찬,
들깨미역국,젓(멸치액젓),국,39757.0
참나물생채,고추장,반찬,
샤인머스캣주스,젤리음료/포도맛,후식,
뚱카롱딸기,마카롱(초콜릿마카롱),후식,
당면불고기덮밥,"돼지고기(앞다리, 전지)",밥,
두부된장국,두부,국,
김밥볶음밥,단무지,밥,
흑당버블티라떼,전분(감자전분(칼슘강화)),후식,
애슐리단호박샐러드,크림(생크림),후식,
광휘별미떡볶이,설탕(백설탕)/대(大),반찬,
버터갈릭감자튀김,파슬리/말린것(건조),후식,
츄러스,설탕(백설탕)/대(大),후식,
구운가지호박무침,"마늘/껍질제거(깐것), 꼭지제거",반찬,
돈코츠라면,라면/냉동,밥,
멸치주먹밥,단무지/김밥용,밥,
생크림크로플,블루베리,후식,
쑥갓두부무침,"마늘/껍질제거(깐것), 꼭지제거",반찬,
고추장,보리,반찬,
달걀샌드위치,"마늘/껍질제거(깐것), 꼭지제거",후식,
과일젤리푸딩,과채주스(귤농축과즙),후식,
양념류,참기름,반찬,
명엽채조림,설탕(백설탕),반찬,
감자전,유채씨유(카놀라유),반찬,5805.0
멘치까스,차조,반찬,
포크커틀렛소스,"마늘/껍질제거(깐것), 꼭지제거",반찬,
도토리묵냉국,멥쌀(백미)/친환경,국,
자두,무(조선무)/세척한것,후식,31121.0
오미자수박화채,김치(배추김치)/숙성시킨것,후식,
오이도라지무침,설탕(백설탕),반찬,
참치김치킨덮밥버거,멥쌀(백미)/친환경,밥,
장어살강정,참기름/국산,반찬,
델리만주,애느타리버섯,후식,
감자수제비국,멥쌀(백미)/친환경,국,
고구마닭갈비,찹쌀(현미)/친환경,반찬,
치커리사과무침,멥쌀(현미)/친환경,반찬,
일본식카레,멥쌀(백미)/친환경,밥,
토마토샐러드,양파/껍질제거(깐것),후식,2208.0
치킨또띠아쌈,멥쌀(현미)/친환경,반찬,
멜론빙수,"마늘/껍질제거(깐것), 꼭지제거",후식,
돼지고기볶음,간장(양조간장)/국산,반찬,11264.0
순한마라상궈,해바라기유,반찬,
무장아찌무침,오복채,반찬,
오븐순살대구까스,해바라기유,반찬,
훈제오리,오리훈제/슬라이스,반찬,
부추샐러드,양파/껍질제거(깐것),반찬,
단호박나물밥,후리카케/채소맛,밥,
블루베리,블루베리,후식,
떡볶음,양배추/친환경,반찬,
오리훈제무쌈말이,무쌈(블루베리무쌈),반찬,
블루베리슈,슈(딸기슈),후식,
오이사과무침,참기름,반찬,
사골배춧국,"마늘/껍질제거(깐것), 꼭지제거",국,
알감자조림,간장(양조간장),반찬,
삼치매실청구이,레몬,반찬,
닭칼국수,"마늘/껍질제거(깐것), 꼭지제거",밥,
북어채미역국,간장(재래간장),국,
김가루소고기주먹밥,단무지(반달슬라이스단무지),밥,
떡볶이,튀김(채소튀김),후식,62112.0
웃담사과요거트,발효유(호상요구르트)/사과맛,후식,
모듬야채피클,피클(모둠채소피클),반찬,
포테이토치즈스틱,해바라기유,후식,
매운떡볶이,고춧가루,후식,
옹심이국,"멸치(큰멸치, 대멸)",국,
꼬시래기무침,고추장(전통고추장),반찬,
짜장불고기,"마늘/껍질제거(깐것), 꼭지제거",반찬,
매운아귀탕,당근/국산,국,
요거트,시리얼(곡물(귀리)시리얼),후식,
북어포콩나물국,북어채,국,
톳두부된장무침,고추장/전통식품인증,반찬,
미트볼단호박조림,당근/국산,반찬,
두부버섯전골,파(대파)/친환경,국,
샤인방울토마토,토마토(대추방울토마토),후식,
닭다리삼계탕,"멸치(큰멸치, 대멸)",국,
아이스망고,아이스망고,후식,
돼지감자탕,기능성멥쌀(쌀눈),국,
닭다리살스테이크,멥쌀(백미),반찬,
해파리냉채,기능성찹쌀(칼슘강화),반찬,
유산균음료,"마늘/껍질제거(깐것), 꼭지제거",후식,
치즈햄버거스테이크,버터,반찬,
찐옥수수,옥수수(찰옥수수),후식,
피자치즈함박스테이크,파슬리/말린것(건조),반찬,
해물된장찌개,두부/친환경,국,
청포도주스,주스(청포도주스),후식,
햄버거소스,버터,반찬,
햄버거,양상추,반찬,
흰우유,우유/소(小),후식,
케찹마요네즈소스,설탕(백설탕),반찬,
시리얼,시리얼(곡물(귀리)시리얼),후식,
미숫가루,토마토,후식,21303.0
감자튀김,후리카케,후식,
수리취떡,떡(쑥절편),후식,
코다리조림,설탕(황설탕),반찬,
조랑이떡미역국,간장(어간장)/친환경,국,
참나물전,해바라기유,반찬,
바베큐보쌈,스테이크소스,반찬,
초코수리취떡,떡(수리취떡),후식,
명이나물무침,명이나물절임(산마늘절임),반찬,
수리취꿀떡,떡(꿀떡),후식,
닭다리살구이,"마늘/껍질제거(깐것), 꼭지제거",반찬,
개별김,김(도시락김(8절6매)),반찬,
후룻밀크바나나,고추(붉은고추(홍고추)),후식,
쭈꾸미돼지불고기,"마늘/껍질제거(깐것), 꼭지제거",반찬,
참나물샐러드,멥쌀(백미),후식,
몽글이순두부백탕,기능성찹쌀(칼슘강화),국,
녹차카테킨쌀밥,기능성멥쌀(녹차),밥,
두부파된장국,두부/친환경,국,
초코칩쿠키,쿠키(우리밀땅콩초코쿠키),후식,
자색고구마밥,다시마/말린것(건조),밥,
야채비빔만두,고추장,반찬,
채식커틀렛,당근/국산,반찬,
니모어묵우동,"마늘/껍질제거(깐것), 꼭지제거",밥,
초밥모양도넛,도넛(쌀케이크도넛),후식,
메추리알곤약조림,설탕(흑설탕),반찬,
수리취찹쌀떡,"마늘/껍질제거(깐것), 꼭지제거",후식,
제철과일,모둠새싹/친환경,후식,
떡갈비채소비빔밥,기능성멥쌀(쌀눈),밥,
고구마맛탕,보리(쌀보리),반찬,
새송이버섯숙주무침,숙주나물/친환경,반찬,
블루베리과일샐러드,바나나,후식,
닭갈비,고춧가루/친환경,반찬,94196.0
얼갈이배추된장국,다시마/말린것(건조),국,
쌀국수골뱅이무침(우리밀),간장/장아찌용,국,
LA갈비오븐구이,간장(양조간장),반찬,
혼합곡밥,멥쌀(백미),밥,101498.0
건새우아욱국(초),고추장/전통식품인증,국,
코다리살조림,간장/장아찌용,반찬,
채소달걀말이,달걀,반찬,
체리(초),체리,후식,
강황쌀밥,"기능성멥쌀(강황,울금)",밥,
북어채콩나물국,간장(재래간장),국,
오이크래미무침,"깨(참깨)/볶은것,껍질제거(깐것)",반찬,
배추김치(40),김치(배추김치),김치,
추가밥,멥쌀(백미)/친환경,밥,
토마토스파게티(오),"마늘/껍질제거(깐것),꼭지제거",밥,
우리쌀치즈스틱,치즈스틱,후식,
당1/2야쿠르트,발효유(드링크요구르트),후식,
생오이피클,피클(오이피클),반찬,
쇠고기무국(한우),간장(재래간장),국,
뼈없는닭갈비,간장(양조간장)/국산,반찬,
우엉채강정,간장(양조간장)/국산,반찬,
멜론(초),멜론(머스크멜론),후식,
오무라이스,감자,밥,
미소국,된장(일본된장),국,
갈릭치즈스틱,치즈스틱,후식,
하우스감귤,감귤(밀감)/친환경,후식,
쇠고기무국,"마늘/껍질제거(깐것),꼭지제거",국,36972.0
솎음열무나물,고추(풋고추(청고추)),반찬,
소떡소떡볶음,깐풍기소스,반찬,
미더덕시금치국,간장(재래간장)/친환경,국,
대합살미역국,간장(재래간장),국,
숙주나물,깨(참깨)/볶은것,반찬,
닭볶음,고구마스틱,반찬,17973.0
김가루볶음밥,간장(양조간장)/친환경,밥,18530.0
팽이버섯달걀국,다시마/말린것(건조),국,
못난이오이무침,고추장/친환경,반찬,
고구마크로켓,크로켓(고구마크로켓),후식,
옥수수수프,버터,국,
비름나물,고추장,반찬,
소세지케첩볶음,고추장,반찬,
치킨카레라이스,감자/껍질제거(깐것),밥,
우리밀핫도그/케첩,토마토케첩/친환경,후식,
불고기덮밥,굴소스/국산,밥,
수수찰호떡,해바라기유,후식,
적포도,포도(레드글로브)/일반,후식,
수삼갈비탕,다시마/말린것(건조),국,
자장밥,돼지고기(등심)/깍둑썰기,밥,
반달납작지짐만두,만두(납작만두),반찬,
파인애플볶음밥,달걀,밥,
돼지고추장구이,간장(양조간장)/친환경,반찬,
미트볼스파게티,"마늘/껍질제거(깐것),꼭지제거",밥,
마늘토스트(반제),마늘토스트/생지,후식,
참다래쥬스,주스(키위주스),후식,
임연수살튀김,"마늘/껍질제거(깐것),꼭지제거",반찬,
김당과,과자(튀김쌀과자),후식,
근대국,근대,국,
수제떡갈비,떡갈비/반죽,반찬,
실오징어채볶음,깨(검정깨(흑임자))/볶은것,반찬,
떡국,김(구운김)/조미한것,국,
닭강정,건고추/일반,반찬,
감자고추장찌개,감자,국,
두부엿장조림,깨(검정깨(흑임자))/국산,반찬,
들기름김치볶음,김치(배추김치),반찬,
누룽지닭죽,감자,밥,
칼조네고르곤졸라,군만두(피자군만두),후식,
유기농사과즙,주스(사과주스)/무가당,후식,
아욱국,다시마/말린것(건조),국,
닭봉고구마조림,"고구마/껍질제거(깐것),채썬것(세절)",반찬,
바지락부추국,고추(붉은고추(홍고추))/친환경,국,
햄전,달걀(전란),반찬,2101.0
허니버터아몬드,허니버터아몬드,후식,
에그타르트,에그타르트/생지,후식,12574.0
호박잎된장국,고추(붉은고추(홍고추)),국,
오삼불고기,고추(풋고추(청고추)),반찬,
국수장국,다시마/말린것(건조),국,
신김치무침,김치(배추김치)/숙성시킨것,반찬,
새우튀김(버터플라이),튀김(왕새우튀김),후식,
큐브치즈,치즈(크림치즈),후식,
햄김치찌개,고춧가루/친환경,국,38612.0
노각무침,고춧가루,반찬,
달걀송이치즈볶음,달걀(기능성),반찬,
마파두부덮밥,건고추,밥,
딸기쥬스,주스(딸기주스)/친환경,후식,
날치알볶음밥,김가루,밥,
숯불닭다리살구이,닭고기(넓적다리살)/껍질제거(깐것),반찬,
치즈떡볶이,고추장,반찬,
당면김말이,튀김(김말이튀김),반찬,
친환경백색단무지,단무지,반찬,
요거트젤라또,아이스크림(소프트아이스크림),후식,
유부장국,다시마/말린것(건조),국,
고구마치즈롤튀김,고구마치즈스틱,반찬,
도토리묵국,"김가루/친환경,무염",국,
바베큐립구이,돼지고기(등갈비)/친환경,반찬,
닭카레소스조림,감자/껍질제거(깐것),반찬,
석박지,김치(깍두기),김치,11406.0
수박화채,멜론(머스크멜론)/친환경,후식,
자장면,간장(양조간장)/친환경,밥,61504.0
깐쇼새우,깐쇼새우,반찬,
10곡미숫가루,미숫가루,후식,
부추보리비빔밥,"김가루/일반,무염",밥,
강된장,"고추(풋고추(청고추,재래종))",반찬,
고기산적조림,"깨(참깨)/볶은것,껍질제거(깐것)",반찬,
플레인요거트,발효유(호상요구르트)/무가당,후식,
열무물김치,김치(열무김치),김치,
매운가지볶음,가지,반찬,
포도송이푸딩,푸딩(파인애플푸딩),후식,
새우볶음밥,다시마/말린것(건조),밥,
딸기바나나라떼,딸기/냉동,후식,
잡채밥/자장소스,간장(재래간장)/친환경,밥,
게맛살달걀탕,다시마/말린것(건조),국,
미역냉국,다시마/말린것(건조),국,
짭잘이토마토,토마토(짭짤이토마토)친환경,후식,
체리,체리/일반,후식,
감자탕,감자,국,
연어데리야끼구이,데리야끼소스,반찬,
소세지구이,드레싱(머스터드드레싱),반찬,
물방울츄러스,추로스(고구마추로스),후식,
크림스파게티,고추(청양고추)/친환경,밥,
탄두리닭살구이,닭고기(넓적다리살),반찬,
사과당근쥬스,주스(당근주스),후식,
검정콩밥,멥쌀(백미)/친환경,밥,
근대무침,고추장,반찬,
북어미역국,다시마/말린것(건조),국,
돼지갈비묵은지찜,고추(붉은고추(홍고추)),반찬,
숙주쑥갓무침,"마늘/껍질제거(깐것),꼭지제거",반찬,
김치우동,가쓰오우동소스,밥,108591.0
수제안심돈까스/소스,달걀(전란),반찬,
깻잎찜,고추(붉은고추(홍고추)),반찬,10717.0
고사리/도라지나물,고사리/삶은것,반찬,
거봉포도,포도(거봉)/친환경,후식,
콩나물무침1,"마늘/껍질제거(깐것),꼭지제거",반찬,
쇠불고기,간장(양조간장)/친환경,반찬,
통밀차조밥,멥쌀(백미)/친환경,밥,
두부양념장조림,고추(붉은고추(홍고추)),반찬,
시금치들기름무침,깨(참깨)/볶은것,반찬,
전복미역국,"마늘/껍질제거(깐것),꼭지제거",국,
스웨디쉬미트볼조림,데미글라스소스,반찬,
불고기낙지전골,"고추(풋고추(청고추,재래종))",국,
들기름달걀찜,달걀,반찬,
건파래무침,파(쪽파),반찬,
우리쌀식혜,식혜(전통식혜),후식,
완자탕,"마늘/껍질제거(깐것),꼭지제거",국,
미나리초고추장무침,미나리/친환경,반찬,
된장찌개,감자,국,
고구마순볶음,고구마줄기,반찬,10097.0
호박나물,들기름,반찬,
뱅어포구이,"마늘/껍질제거(깐것),꼭지제거",반찬,
들깨순댓국,"고추(풋고추(청고추,재래종))",국,
얼갈이된장무침,깨(참깨)/볶은것,반찬,7314.0
가자미살커틀릿,가자미,반찬,
타르타르쏘스,레몬,반찬,
돼지고기수육,돼지고기(목살),반찬,
부추참깨소스무침,간장(재래간장),반찬,
고구마튀김(요거트),"고구마/껍질제거(깐것),슬라이스",후식,
북어무채국,고추(붉은고추(홍고추)),국,
훈제오리채소볶음,깨(참깨)/볶은것,반찬,
쇠고기미역국,"마늘/껍질제거(깐것),꼭지제거",국,35679.0
단호박크림수프,감자,국,
김치메밀묵무침,김치(배추김치),반찬,
버섯맛살전,게맛살(영양강화),반찬,
캠벨포도,포도(캠벨얼리)/친환경,후식,
연근쇠갈비찜,"마늘/껍질제거(깐것),꼭지제거",반찬,
오징어초무침,"마늘/껍질제거(깐것),꼭지제거",반찬,
부추양념장,"마늘/껍질제거(깐것),꼭지제거",반찬,
깨순나물,깻잎나물(깨나물),반찬,
파프리카미역줄기볶음,"마늘/껍질제거(깐것),꼭지제거",반찬,
미니애플파이,파이(사과파이),후식,
유기농요구르트,발효유(액상요구르트)/친환경,후식,
삼색청포묵무침,"마늘/껍질제거(깐것),꼭지제거",반찬,
쇠고기우거지국,간장(재래간장),국,
명란달걀말이,달걀(기능성),반찬,
청다시마부각,다시마튀각,반찬,
머루포도,포도(세레단)/친환경,후식,
토란탕,다시마/말린것(건조),국,
대구살전,달걀,반찬,
우엉생땅콩조림,간장(양조간장)/친환경,반찬,
삼치살된장구이,된장,반찬,
녹두빈대떡,녹두빈대떡/반죽,후식,
갑오징어채소볶음,갑오징어,반찬,
들깨탕수제비,감자,반찬,
새송이부추초무침,"깨(참깨)/볶은것,껍질제거(깐것)",반찬,
사과대추,대추(사과대추)/일반,후식,
팽이된장국,다시마/말린것(건조),국,
토마토그린샐러드,건포도,후식,
김치양송이볶음,김치(배추김치),반찬,
가자미살유린기/소스,가자미,반찬,
단호박영양밥,다시마/말린것(건조),밥,
쇠고기샤브,다시마/말린것(건조),반찬,
무나물,고추(붉은고추(홍고추))/친환경,반찬,
오리구이,가지/친환경,반찬,
감귤쥬스,주스(감귤주스)/친환경,후식,
멸치아몬드조림,"마늘/껍질제거(깐것),꼭지제거",반찬,
요거트과일샐러드,마요네즈(유정란),후식,
삼색청포묵무침(김가루),김가루/조미한것,반찬,
쇠고기야채죽,감자,밥,11512.0
프렌치토스트,달걀(전란),반찬,
연시,감(연시),후식,
치즈달걀말이,달걀(기능성),반찬,
깻잎지,깻잎지절임,반찬,
장단콩초콜릿,초콜릿(땅콩초콜릿),후식,
사과양배추샐러드,건포도,후식,
짬뽕국,고추(붉은고추(홍고추)),국,20752.0
치킨마요덮밥1,달걀,밥,
미니붕어빵,붕어빵(미니붕어빵),후식,
나박물김치,김치(나박김치),반찬,
감말랭이,감(말랭이),반찬,
맑은순두부국,고추(붉은고추(홍고추)),국,
시래기된장나물,들기름,반찬,
미나리간장양념장,간장(양조간장)/친환경,반찬,
콘샐러드,레몬,반찬,
수제등심돈까스/소스,달걀(전란),반찬,
시금치겉절이,시금치,반찬,
치즈볼튀김,치즈볼,후식,
대하찜/레몬고추장,레몬,반찬,
??지감자,"감자/구운것,껍질제거(깐것)",반찬,
찹스테이크,"마늘/껍질제거(깐것),꼭지제거",반찬,
반건시,감(반건시),후식,
감자비트전,감자,반찬,
영양쌈장,깨(참깨)/볶은것,반찬,
미니마카롱,슈(딸기슈),후식,
머위들깨나물,"깨(들깨)/볶은것,간것(가루,분말)",반찬,
떡만두국,다시마/말린것(건조),국,70350.0
매운어묵배춧국,고추장,국,
무생채,"깨(참깨)/볶은것,껍질제거(깐것)",김치,
당근부각,"부각(당근부각)/국용,반조리,절단된것",반찬,
오징어링튀김,밀가루/친환경,반찬,
약고추장,고추장,반찬,
진미채무침,"마늘/껍질제거(깐것),꼭지제거",반찬,19720.0
순대볶음,깻잎나물(깨나물),반찬,
유채나물,"깨(참깨)/볶은것,껍질제거(깐것)",반찬,
삼치데리야끼조림,깨(참깨),반찬,
딸기,딸기,후식,
토마코펜라이스밥,멥쌀(백미)/친환경,밥,
낙지연포탕,고추(붉은고추(홍고추)),국,
모듬장조림,간장(양조간장)/친환경,반찬,
황금향,오렌지,후식,
동치미,김치(동치미),김치,
팥시루떡(호박),시루떡(팥시루떡),후식,
사과당근비트쥬스,주스(과일채소샐러드주스),후식,
낙지비빔밥/땅콩초고추장,낙지,밥,
누룽지탕(숭늉),멥쌀(백미)/친환경,국,
가마보꼬핫바/소스,드레싱(허니머스터드드레싱),후식,
천혜향,오렌지,후식,
그릴닭다리바베큐,스테이크(통닭다리스테이크),반찬,
시금치감자국,감자/껍질제거(깐것),국,
돌김자반,돌김,반찬,
한라봉,오렌지,후식,
돼지갈비떡찜,간장(양조간장),반찬,
탕평채(한우)묵-수,간장,반찬,
유부국,"가다랑어/고명용,말린것(건조)",국,
미니호빵,호빵(동물모양호빵),후식,
마시는요구르트1,발효유(액상요구르트),후식,
강낭콩밥,강낭콩,밥,
닭윙데리야끼소스구이,간장(양조간장),반찬,
감귤쥬스1,주스(감귤주스),후식,
치즈샐러드(카프레제),다채(그린비타민)싹/친환경,후식,
포크커틀렛/소스,달걀(난백),반찬,
사골떡국(한우),김가루,국,
코다리강정,간장,반찬,12673.0
렌틸콩카레라이스-밥빼고,감자/껍질제거(깐것),밥,
떠먹는요구르트,발효유(호상요구르트)/가당,후식,64080.0
초코와플,분말(설탕분말),후식,
사골우거지국(한우),고추장,국,
돈육두루치기,간장(양조간장),반찬,
설렁탕(한우)/소면,국수,국,
가자미살구이,"가자미/강정용,순살",반찬,
소고기메추리알장조림,간장/장아찌용,반찬,
쫄면무침,고추장,반찬,
우리쌀찹쌀약과,약과,후식,
나물비빔밥/더덕볶음고추장,간장(재래간장),밥,
실파국,간장(재래간장),국,
대두핫도그(50),콩기름(대두유),반찬,
팥밥,멥쌀(백미),밥,
근대된장국(건새우),고추장,국,
달래오이무침,고추장,반찬,
돈육목살스테이크,돈가스소스,반찬,
바람떡,"떡(개피떡,바람떡)",반찬,23671.0
퀴노아밥,멥쌀(백미),밥,
황태채국,간장(재래간장),국,
수육(당귀)풍,당귀뿌리,반찬,
바나나1/2,바나나/일반,후식,
양배추찜/쌈장,고추장,반찬,
군만두(교자),만두(교자만두),반찬,
조각서리태콩밥,멥쌀(백미),밥,
맑은감자국,간장(재래간장),국,
양념닭강정,간장,반찬,
대구맑은탕,간장(재래간장),반찬,
우리밀한라봉롤케이크,케이크(롤케이크),반찬,
들깨수제비국(들깨가루),감자/껍질제거(깐것),국,
볶음김치,고추장,김치,
뼈없는감자탕,감자/껍질제거(깐것),국,
두부비름나물무침(간장),간장(재래간장),반찬,
아귀탕수(떡),간장,반찬,
